LAT,LON,YEAR,MO,DY,T2M_RANGE,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M
15.55131,32.53211,2019,1,25,18.23,-1.86,37.43,19.2,27.63,0,3.43,14.31
15.55131,32.53211,2019,1,26,18.82,1.78,38.62,19.8,28.59,0,4.53,17.83
15.55131,32.53211,2019,1,27,18.93,-0.23,40.14,21.21,29.83,0,3.88,14.2
15.55131,32.53211,2019,1,28,13.89,2.12,31.9,18.02,24.41,0,4.71,23.76
15.55131,32.53211,2019,1,29,18.6,7.32,35.72,17.12,25.89,0,7.01,32.29
15.55131,32.53211,2019,1,30,15.52,8.67,36.24,20.73,27.9,0,7.35,30.11
15.55131,32.53211,2019,1,31,16.53,10.41,37.38,20.85,28.57,0,8.26,32.56
15.55131,32.53211,2019,2,1,15.37,10.66,36.74,21.37,28.45,0,8.46,33.56
15.55131,32.53211,2019,2,2,14.6,11.14,35.67,21.07,27.8,0,8.66,35.62
15.55131,32.53211,2019,2,3,16.9,6.81,36.29,19.4,27.37,0,6.49,27.41
15.55131,32.53211,2019,2,4,17.79,4.85,37.82,20.02,28.35,0,5.62,22.44
15.55131,32.53211,2019,2,5,17.74,6.76,38.7,20.96,29.04,0,6.54,25.04
15.55131,32.53211,2019,2,6,17.93,6.3,38.72,20.79,29.27,0,6.63,25.02
15.55131,32.53211,2019,2,7,17.95,4.6,37.44,19.49,27.96,0,5.54,22.56
15.55131,32.53211,2019,2,8,14.66,1.35,33.62,18.96,25.66,0,4.43,20.73
15.55131,32.53211,2019,2,9,14.79,1.31,32.84,18.05,24.91,0,4.34,21.24
15.55131,32.53211,2019,2,10,13.19,-2.34,30.47,17.28,23.11,0,3.28,17.95
15.55131,32.53211,2019,2,11,14.24,-4.89,28.31,14.07,20.62,0,2.66,16.96
15.55131,32.53211,2019,2,12,18.21,-0.44,31.54,13.33,22.01,0,3.97,23.17
15.55131,32.53211,2019,2,13,19.31,-2.33,33.58,14.28,23.66,0,3.27,17.3
15.55131,32.53211,2019,2,14,14.84,-4.09,32.39,17.55,24.14,0,2.83,14.56
15.55131,32.53211,2019,2,15,13.3,-3.08,28.59,15.29,21.16,0,3.08,19.01
15.55131,32.53211,2019,2,16,13.9,-5.09,27.14,13.24,19.5,0,2.6,17.8
15.55131,32.53211,2019,2,17,16.71,-3,29.73,13.02,20.69,0,3.1,19.72
15.55131,32.53211,2019,2,18,16.05,-7.25,28.86,12.81,20.18,0,2.15,14.09
15.55131,32.53211,2019,2,19,16.57,-8.92,28.13,11.57,19.2,0,1.82,12.7
15.55131,32.53211,2019,2,20,18.52,-3.64,30.01,11.5,20.13,0,3.12,20.47
15.55131,32.53211,2019,2,21,18.99,-1.38,31.36,12.37,21.54,0,3.58,21.53
15.55131,32.53211,2019,2,22,17.64,-2.27,32.28,14.64,22.97,0,3.3,18.2
15.55131,32.53211,2019,2,23,18.14,-4.97,34.4,16.26,24.87,0,2.63,12.93
15.55131,32.53211,2019,2,24,18.83,1.55,37.02,18.19,27.37,0.05,4.54,19.17
15.55131,32.53211,2019,2,25,14.69,9.84,36.63,21.93,28.21,0,8.09,32.48
15.55131,32.53211,2019,2,26,17.4,7.2,39.9,22.5,30.93,0,6.69,22.97
15.55131,32.53211,2019,2,27,14.21,3.28,35.5,21.29,27.93,0,5.07,20.74
15.55131,32.53211,2019,2,28,14.68,2.21,34.01,19.34,26.08,0,4.63,21.14
15.55131,32.53211,2019,3,1,13.4,-4.15,30.47,17.08,23.13,0,2.83,15.47
15.55131,32.53211,2019,3,2,16.39,-6.02,31.23,14.84,22.45,0,2.4,13.68
15.55131,32.53211,2019,3,3,16.77,-7.12,32.43,15.65,23.58,0,2.16,11.48
15.55131,32.53211,2019,3,4,16.64,-3.29,33.75,17.11,24.93,0,3.07,15.03
15.55131,32.53211,2019,3,5,16.39,-4,33.83,17.44,25.18,0,2.86,13.79
15.55131,32.53211,2019,3,6,15.55,-5.59,31.31,15.76,22.71,0,2.51,14.1
15.55131,32.53211,2019,3,7,18.24,-3.69,31.12,12.88,21.8,0,3,17.8
15.55131,32.53211,2019,3,8,18.03,-5.19,31.48,13.46,22.14,0,2.58,14.99
15.55131,32.53211,2019,3,9,18.95,-3.76,32.61,13.66,23.03,0,3.04,16.69
15.55131,32.53211,2019,3,10,18.69,-1.23,34.07,15.38,24.44,0,3.67,18.49
15.55131,32.53211,2019,3,11,18.75,-0.78,34.74,15.99,25.11,0,3.85,18.65
15.55131,32.53211,2019,3,12,20.48,-3.66,36.38,15.9,25.85,0,3,13.89
15.55131,32.53211,2019,3,13,20.59,-4.71,37.67,17.08,27.14,0,2.72,11.69
15.55131,32.53211,2019,3,14,17.8,-6.97,35.7,17.89,26.17,0,2.21,10.06
15.55131,32.53211,2019,3,15,19.04,-5.76,35.93,16.89,25.78,0,2.45,11.41
15.55131,32.53211,2019,3,16,17.11,-6.58,33.81,16.7,24.97,0,2.27,11.11
15.55131,32.53211,2019,3,17,17.69,-6.38,33.56,15.86,24.25,0,2.32,11.84
15.55131,32.53211,2019,3,18,19.84,-1.27,35.07,15.23,24.87,0,3.72,18.26
15.55131,32.53211,2019,3,19,19.95,-3.88,36.49,16.55,26.22,0,2.91,13.17
15.55131,32.53211,2019,3,20,19.87,-5.27,37.36,17.5,27.22,0,2.58,10.99
15.55131,32.53211,2019,3,21,20.34,-7.09,38.74,18.4,28.48,0,2.17,8.59
15.55131,32.53211,2019,3,22,19.62,-2.57,40.12,20.5,29.77,0,3.24,11.9
15.55131,32.53211,2019,3,23,20.75,0.48,41.25,20.5,30.63,0,4.14,14.45
15.55131,32.53211,2019,3,24,20.22,-1.78,42.51,22.3,32.24,0,3.44,10.94
15.55131,32.53211,2019,3,25,14.17,0.63,35.87,21.69,27.96,0,4.13,16.84
15.55131,32.53211,2019,3,26,16.67,0.89,34.92,18.25,26.34,0,4.22,18.98
15.55131,32.53211,2019,3,27,16.49,-5.97,34.81,18.32,26.1,0,2.41,11.03
15.55131,32.53211,2019,3,28,17.89,-4.67,35.39,17.5,26.12,0,2.75,12.55
15.55131,32.53211,2019,3,29,19.77,-6.03,36.78,17.02,26.6,0,2.4,10.63
15.55131,32.53211,2019,3,30,21.17,-6.22,39.2,18.02,28.57,0,2.35,9.27
15.55131,32.53211,2019,3,31,16.43,0.82,35.73,19.31,26.89,0,4.2,18.27
15.55131,32.53211,2019,4,1,15.81,-1.96,33.29,17.49,24.89,0,3.4,16.69
15.55131,32.53211,2019,4,2,18.21,-5.54,34.7,16.49,25.28,0,2.51,12.03
15.55131,32.53211,2019,4,3,18.3,-5.77,35.83,17.53,26.36,0,2.46,11.05
15.55131,32.53211,2019,4,4,19.71,-4.97,37.88,18.17,27.98,0,2.63,10.76
15.55131,32.53211,2019,4,5,19.04,-4.99,38.07,19.04,28.14,0,2.64,10.69
15.55131,32.53211,2019,4,6,20.99,-4.83,39.93,18.94,29.14,0,2.68,10.22
15.55131,32.53211,2019,4,7,19.68,0.03,41.02,21.34,31.1,0,3.94,13.42
15.55131,32.53211,2019,4,8,19.93,-0.18,42.49,22.56,32.79,0,3.91,12.07
15.55131,32.53211,2019,4,9,18.37,-0.72,43.42,25.05,33.9,0,3.74,10.84
15.55131,32.53211,2019,4,10,19.17,2.82,42.97,23.8,33.41,0,4.94,14.71
15.55131,32.53211,2019,4,11,15.92,5.98,40.99,25.07,32.8,0,6.1,18.79
15.55131,32.53211,2019,4,12,16.61,1.91,40.61,24,32.1,0,4.56,14.66
15.55131,32.53211,2019,4,13,17.3,-5.04,40.12,22.81,30.78,0,2.68,9.29
15.55131,32.53211,2019,4,14,19.72,-6.68,39.85,20.13,29.91,0,2.27,8.3
15.55131,32.53211,2019,4,15,20.7,-4.16,40.34,19.64,30.25,0,2.89,10.34
15.55131,32.53211,2019,4,16,19.55,-1.04,42.77,23.21,32.96,0,3.68,11.26
15.55131,32.53211,2019,4,17,17.46,1.86,41.37,23.91,32.5,0,4.55,14.3
15.55131,32.53211,2019,4,18,15.13,-3.35,38.17,23.04,30.15,0,3.05,11
15.55131,32.53211,2019,4,19,17.03,-4.83,38.17,21.14,29.44,0,2.66,10.01
15.55131,32.53211,2019,4,20,17.03,-5.85,37.8,20.77,29.07,0,2.46,9.44
15.55131,32.53211,2019,4,21,16.77,-4.45,36.37,19.6,27.94,0,2.77,11.34
15.55131,32.53211,2019,4,22,17.66,-4.51,35.4,17.74,26.51,0,2.77,12.32
15.55131,32.53211,2019,4,23,19.74,-4.14,36.94,17.2,27.07,0,2.9,12.48
15.55131,32.53211,2019,4,24,20.54,-4.83,39.05,18.51,28.88,0,2.73,10.56
15.55131,32.53211,2019,4,25,19.89,-6.67,40.85,20.96,30.9,0,2.3,7.93
15.55131,32.53211,2019,4,26,17.95,-2.18,41.63,23.68,32.34,0,3.34,10.58
15.55131,32.53211,2019,4,27,18.25,-4.48,40.87,22.61,31.42,0,2.75,9.19
15.55131,32.53211,2019,4,28,18.61,-4.8,40.18,21.57,30.64,0,2.67,9.33
15.55131,32.53211,2019,4,29,20.19,-5.38,41.72,21.53,31.82,0,2.53,8.28
15.55131,32.53211,2019,4,30,19.72,-1.94,42.83,23.11,33.16,0,3.42,10.37
15.55131,32.53211,2019,5,1,19.26,-0.77,43.95,24.69,34.6,0,3.75,10.48
15.55131,32.53211,2019,5,2,18.62,0.99,44.57,25.96,35.25,0,4.27,11.5
15.55131,32.53211,2019,5,3,18.81,-3.09,44.95,26.14,35.64,0,3.11,8.2
15.55131,32.53211,2019,5,4,17.66,-0.47,44.75,27.09,35.86,0,3.96,10.31
15.55131,32.53211,2019,5,5,18.32,1.06,44.42,26.1,35.3,0,4.34,11.65
15.55131,32.53211,2019,5,6,18.72,-0.62,44.81,26.09,35.34,0,3.78,10.13
15.55131,32.53211,2019,5,7,18.46,2.72,44.99,26.53,36.17,0,4.92,12.57
15.55131,32.53211,2019,5,8,15.69,8.58,43.75,28.06,36.5,0,7.59,19.02
15.55131,32.53211,2019,5,9,12.58,9.63,41.64,29.06,34.95,0,8.02,21.89
15.55131,32.53211,2019,5,10,15.31,4.06,40.71,25.4,33.13,0,5.54,16.8
15.55131,32.53211,2019,5,11,15.23,-3.51,40.08,24.85,32.17,0,3.01,9.66
15.55131,32.53211,2019,5,12,17.31,-6.24,40.2,22.9,31.68,0,2.35,7.75
15.55131,32.53211,2019,5,13,17.49,-6.78,40.35,22.87,31.65,0,2.22,7.35
15.55131,32.53211,2019,5,14,17.39,-5.46,41.56,24.17,32.9,0,2.51,7.72
15.55131,32.53211,2019,5,15,17.89,-5.04,42.52,24.63,33.48,0,2.61,7.77
15.55131,32.53211,2019,5,16,18.37,-6.67,43.58,25.21,34.52,0,2.25,6.3
15.55131,32.53211,2019,5,17,18.44,-6.63,43.72,25.28,34.68,0,2.31,6.42
15.55131,32.53211,2019,5,18,15.7,7.16,44.35,28.64,36.33,0,6.68,16.89
15.55131,32.53211,2019,5,19,13.57,8.23,42.92,29.35,35.74,0,7.37,19.3
15.55131,32.53211,2019,5,20,14.93,-1.91,41.75,26.83,33.68,0,3.45,10.15
15.55131,32.53211,2019,5,21,17.97,-7.54,40.97,23,32.26,0,2.06,6.58
15.55131,32.53211,2019,5,22,18,2.94,41.91,23.91,33.51,0,5.28,15.68
15.55131,32.53211,2019,5,23,15.16,4.62,42.17,27.01,34.68,0,5.61,15.59
15.55131,32.53211,2019,5,24,15.83,6.61,42.66,26.83,35.47,0,6.6,17.54
15.55131,32.53211,2019,5,25,12.42,17.63,41.34,28.92,35.13,0,13.29,35.92
15.55131,32.53211,2019,5,26,12.81,16.1,41.16,28.35,35.22,0,12.08,32.47
15.55131,32.53211,2019,5,27,13.15,10.14,43.28,30.14,37.13,0,8.23,19.93
15.55131,32.53211,2019,5,28,11.69,10.38,43.54,31.85,37.2,0.15,8.49,20.48
15.55131,32.53211,2019,5,29,14.07,15.87,42.93,28.86,35.72,0.08,11.95,31.22
15.55131,32.53211,2019,5,30,13.01,16.77,41.14,28.13,34.81,0,12.59,34.6
15.55131,32.53211,2019,5,31,13.73,14.06,42.43,28.7,35.91,0,10.69,27.62
15.55131,32.53211,2019,6,1,13.4,14.75,42.38,28.98,36.13,0,11.13,28.41
15.55131,32.53211,2019,6,2,13.06,16.18,42.35,29.29,36.35,0,12.15,30.66
15.55131,32.53211,2019,6,3,12.09,15.74,42.43,30.34,36.58,0,11.83,29.5
15.55131,32.53211,2019,6,4,12.29,17.12,41.94,29.65,35.42,2.74,12.8,34.01
15.55131,32.53211,2019,6,5,12.73,17.51,41.01,28.28,34.59,0.01,13.2,36.72
15.55131,32.53211,2019,6,6,13.66,16.1,41.7,28.05,35.1,0.07,12.1,32.74
15.55131,32.53211,2019,6,7,15.25,12.09,43.97,28.72,36.59,0,9.42,23.49
15.55131,32.53211,2019,6,8,10.99,13.94,41.65,30.66,35.88,0,10.67,27.69
15.55131,32.53211,2019,6,9,14.61,12.55,42.93,28.33,35.7,0,10.12,26.53
15.55131,32.53211,2019,6,10,10.7,15.89,40.79,30.09,35.12,0.08,12.12,32.75
15.55131,32.53211,2019,6,11,12.09,16.98,40.81,28.72,34.36,0.45,12.7,35.86
15.55131,32.53211,2019,6,12,11.37,16.81,39.42,28.05,33.82,0.11,12.63,36.74
15.55131,32.53211,2019,6,13,12.77,15.62,41.71,28.94,35.4,0,11.84,31.58
15.55131,32.53211,2019,6,14,14.52,4.8,42.38,27.85,35.29,0,5.76,15.49
15.55131,32.53211,2019,6,15,13.96,3.71,41.79,27.83,34.83,0,5.36,14.8
15.55131,32.53211,2019,6,16,14.42,4.07,41.66,27.23,34.55,0,5.69,15.96
15.55131,32.53211,2019,6,17,14.63,2.93,40.76,26.13,33.95,0,4.93,14.33
15.55131,32.53211,2019,6,18,13.48,7.18,40.61,27.13,33.99,0.11,6.95,20.11
15.55131,32.53211,2019,6,19,16.21,8.21,42.58,26.36,35.18,0,7.42,20.07
15.55131,32.53211,2019,6,20,16.2,7.96,43.81,27.61,36.07,0,7.53,19.37
15.55131,32.53211,2019,6,21,15.23,12.04,43.56,28.33,36.01,0,9.98,25.7
15.55131,32.53211,2019,6,22,14.65,15.2,42.62,27.97,35.31,0,11.74,31.36
15.55131,32.53211,2019,6,23,13.15,16.76,41.89,28.74,35.33,0,12.65,33.74
15.55131,32.53211,2019,6,24,12.3,15.93,41.01,28.7,34.61,0,12.34,34.28
15.55131,32.53211,2019,6,25,13.48,12.92,41.25,27.77,34.57,0.01,10.35,28.86
15.55131,32.53211,2019,6,26,13.29,16.1,40.85,27.56,34.14,0,12.13,34.65
15.55131,32.53211,2019,6,27,15.32,15.33,43.11,27.79,35.77,0,11.64,30.35
15.55131,32.53211,2019,6,28,13.25,17.33,41.6,28.36,35.09,0.03,13.14,35.48
15.55131,32.53211,2019,6,29,11.61,17.06,40.5,28.9,34.87,0.16,12.81,35.04
15.55131,32.53211,2019,6,30,8.86,18.85,37.66,28.8,33.03,0.75,14.32,43.43
15.55131,32.53211,2019,7,1,9.76,18.65,38.5,28.75,33.34,0.02,14.07,41.97
15.55131,32.53211,2019,7,2,12.5,16.78,40.99,28.5,34.65,0,12.64,35.07
15.55131,32.53211,2019,7,3,14.1,15.37,42.09,27.99,34.9,0,11.9,32.55
15.55131,32.53211,2019,7,4,12.15,16.55,40.27,28.12,34.37,0,12.53,35.3
15.55131,32.53211,2019,7,5,14.34,13.8,41.78,27.45,35.16,0,10.6,28.59
15.55131,32.53211,2019,7,6,13.05,14.23,42.45,29.39,36.13,0,10.76,27.47
15.55131,32.53211,2019,7,7,10.28,15.46,40.05,29.77,34.38,0.03,11.89,33.46
15.55131,32.53211,2019,7,8,9.2,17.91,37.03,27.83,31.87,0.04,13.39,43.53
15.55131,32.53211,2019,7,9,12.9,13.98,40.12,27.22,33.6,0.02,10.64,31.37
15.55131,32.53211,2019,7,10,14.67,9.31,41.48,26.81,34.03,0,8.48,24.37
15.55131,32.53211,2019,7,11,12.74,14.59,39.61,26.87,33.09,0.02,11.29,34.16
15.55131,32.53211,2019,7,12,10.88,15.63,38.44,27.56,32.63,0.03,11.69,36.44
15.55131,32.53211,2019,7,13,11.95,15.77,39.09,27.14,33.49,0.07,11.73,34.8
15.55131,32.53211,2019,7,14,11.46,17.3,39.35,27.9,33.09,0.16,12.95,39.21
15.55131,32.53211,2019,7,15,11.6,17.17,38.08,26.48,32.1,0.08,12.83,41.11
15.55131,32.53211,2019,7,16,12.74,16.32,39.54,26.8,33.64,0,12.18,35.8
15.55131,32.53211,2019,7,17,9.66,17.96,37.38,27.72,31.98,1.09,13.51,43.51
15.55131,32.53211,2019,7,18,8.18,19.61,34.44,26.26,29.86,1,14.92,54.26
15.55131,32.53211,2019,7,19,13.51,17.05,38.93,25.41,32.68,0.06,12.78,39.63
15.55131,32.53211,2019,7,20,13.9,16.18,41.39,27.49,34.96,0.01,12.09,32.95
15.55131,32.53211,2019,7,21,14.03,14.84,42.79,28.76,35.89,0,11.22,29.05
15.55131,32.53211,2019,7,22,12.53,16.63,41.56,29.02,35.13,0,12.53,33.8
15.55131,32.53211,2019,7,23,13.27,14.5,41.39,28.12,34.39,0.02,11.15,31.35
15.55131,32.53211,2019,7,24,13.3,12.54,40.85,27.55,34.01,0.01,10.15,29.18
15.55131,32.53211,2019,7,25,14.55,5.96,41.41,26.87,34.36,0,6.51,18.4
15.55131,32.53211,2019,7,26,16.89,1.73,42.94,26.05,34.56,0,4.65,13.01
15.55131,32.53211,2019,7,27,16.69,4.1,42.78,26.09,35.01,0,5.57,15.18
15.55131,32.53211,2019,7,28,13.21,7.83,41.3,28.1,34.67,0,7.15,19.84
15.55131,32.53211,2019,7,29,14.7,9.3,41.43,26.73,34.49,0.05,7.7,21.58
15.55131,32.53211,2019,7,30,13.75,13.52,41.27,27.52,34.77,0.02,10.43,28.72
15.55131,32.53211,2019,7,31,11.02,16.55,39,27.98,33.44,1.84,12.38,36.73
15.55131,32.53211,2019,8,1,9.28,19.21,35.63,26.35,31.09,0.15,14.57,49.38
15.55131,32.53211,2019,8,2,9.91,18.56,37.12,27.2,31.43,1.06,13.99,46.58
15.55131,32.53211,2019,8,3,13.99,17.83,39.69,25.71,32.66,0.01,13.43,41.65
15.55131,32.53211,2019,8,4,11.94,18.66,39.24,27.3,32.54,0.19,14.11,43.98
15.55131,32.53211,2019,8,5,8.75,19.76,34.61,25.86,30,1.26,15.05,54.31
15.55131,32.53211,2019,8,6,9.85,19.87,35.78,25.93,30.77,3.46,15.15,52.32
15.55131,32.53211,2019,8,7,7.92,20.47,33.43,25.51,29.36,3.19,15.72,58.83
15.55131,32.53211,2019,8,8,10.59,20.33,35.6,25.01,30,2.79,15.63,56.36
15.55131,32.53211,2019,8,9,8.54,21.2,34.02,25.48,28.95,12.4,16.47,63.11
15.55131,32.53211,2019,8,10,9.58,19.93,34.61,25.03,29.18,1.72,15.27,57.79
15.55131,32.53211,2019,8,11,9.2,19.5,33.17,23.96,28.21,1.61,14.83,59.32
15.55131,32.53211,2019,8,12,7.63,20.73,31.59,23.97,27.33,5.46,15.99,67.29
15.55131,32.53211,2019,8,13,8.76,20.86,32.28,23.52,27.48,2.24,16.12,67.23
15.55131,32.53211,2019,8,14,8.73,19.67,33.12,24.39,28.29,0.97,15.03,59.87
15.55131,32.53211,2019,8,15,11.96,18.85,35.72,23.76,29.62,0.15,14.23,52.5
15.55131,32.53211,2019,8,16,11.48,19.57,35.65,24.17,30.08,0.41,14.88,53.48
15.55131,32.53211,2019,8,17,8.65,19.9,34.74,26.09,30.29,1.94,15.2,53.92
15.55131,32.53211,2019,8,18,9.51,21.07,34.4,24.89,28.55,7.9,16.39,64.12
15.55131,32.53211,2019,8,19,7.78,22.01,32,24.22,27.94,6.85,17.31,70.27
15.55131,32.53211,2019,8,20,6.89,21.58,32.02,25.13,28.76,3.8,16.87,65.34
15.55131,32.53211,2019,8,21,12.34,20.07,37.28,24.94,30.7,0.13,15.38,53.28
15.55131,32.53211,2019,8,22,9.24,20.68,34.29,25.05,29.35,2.15,15.96,59.69
15.55131,32.53211,2019,8,23,11.4,19.98,36.12,24.72,30.02,0.93,15.3,55.12
15.55131,32.53211,2019,8,24,7.74,21.07,33.18,25.44,28.9,4.19,16.32,62.77
15.55131,32.53211,2019,8,25,9.11,20.48,33.89,24.78,28.72,2.65,15.77,61.28
15.55131,32.53211,2019,8,26,12.49,18.18,37.16,24.66,30.15,0.44,13.71,49.07
15.55131,32.53211,2019,8,27,13.33,19.12,36.99,23.65,30.15,0.3,14.52,51.97
15.55131,32.53211,2019,8,28,13.33,19.44,37.58,24.25,30.68,0.25,14.83,51.44
15.55131,32.53211,2019,8,29,12.37,19.11,37.77,25.4,31.02,0.07,14.66,49.87
15.55131,32.53211,2019,8,30,14.33,19.46,38.7,24.37,31.04,0.02,15.05,51.06
15.55131,32.53211,2019,8,31,14.89,17.77,39.39,24.5,31.51,0.03,13.84,45.69
15.55131,32.53211,2019,9,1,15.57,16.57,39.64,24.08,31.41,0.02,12.98,43.1
15.55131,32.53211,2019,9,2,14.15,15.66,39.03,24.88,31.27,0,12.43,41.7
15.55131,32.53211,2019,9,3,14.97,17.94,40.14,25.17,31.71,0.03,13.92,45.54
15.55131,32.53211,2019,9,4,12.58,18.35,38.2,25.62,31.07,0.02,14.2,48.12
15.55131,32.53211,2019,9,5,15.18,15.97,39,23.82,31.03,0,12.46,42.37
15.55131,32.53211,2019,9,6,14.26,15.77,39.27,25.01,31.67,0.06,11.93,39.16
15.55131,32.53211,2019,9,7,14.35,19.14,39.56,25.22,31.97,1.01,14.66,47.28
15.55131,32.53211,2019,9,8,14.88,17.81,40.49,25.61,32.57,0.02,13.79,42.94
15.55131,32.53211,2019,9,9,11.59,18.59,37.12,25.53,30.67,0.17,14.42,50.05
15.55131,32.53211,2019,9,10,6.96,20.68,32.56,25.6,28.56,5.06,15.97,62.63
15.55131,32.53211,2019,9,11,11.22,19.15,35.7,24.48,29.78,0.61,14.53,53.2
15.55131,32.53211,2019,9,12,13.25,16.03,38.26,25.02,31.29,0.05,12.23,41.1
15.55131,32.53211,2019,9,13,16.59,13.74,40.1,23.51,31.75,0.02,10.8,35.32
15.55131,32.53211,2019,9,14,15.04,17.13,39.22,24.18,31.49,0.03,13.22,43.81
15.55131,32.53211,2019,9,15,12.8,16.72,38.74,25.94,31.75,0.17,12.86,42.02
15.55131,32.53211,2019,9,16,10.65,19.91,36.79,26.14,30.2,14.63,15.52,55.28
15.55131,32.53211,2019,9,17,14.6,16.81,39.1,24.5,31.45,0,12.93,42.93
15.55131,32.53211,2019,9,18,13.91,17.27,38.57,24.66,31.02,0,13.26,45.13
15.55131,32.53211,2019,9,19,12.75,20.01,37.62,24.87,30.78,0,15.45,53.24
15.55131,32.53211,2019,9,20,14.33,19.27,39.29,24.96,32.1,0,14.73,47.05
15.55131,32.53211,2019,9,21,13.38,18.22,39.52,26.14,32.18,0.03,13.93,44.26
15.55131,32.53211,2019,9,22,8.87,20.42,35.08,26.21,30.06,0.01,15.77,56.57
15.55131,32.53211,2019,9,23,13.83,19.29,38.81,24.98,31.49,0,14.79,48.98
15.55131,32.53211,2019,9,24,14.12,17.22,40.41,26.29,32.9,0.01,13.19,40.33
15.55131,32.53211,2019,9,25,15.32,16.49,40.71,25.4,32.66,0,12.77,39.54
15.55131,32.53211,2019,9,26,14.97,18.4,40.68,25.72,32.93,0,14.17,43.23
15.55131,32.53211,2019,9,27,12.83,19.33,38.93,26.09,31.93,0.02,14.81,47.81
15.55131,32.53211,2019,9,28,11.41,20.05,37.47,26.06,31.4,0.83,15.44,51.37
15.55131,32.53211,2019,9,29,10.81,19.5,36.92,26.11,31.38,0.77,14.94,49.72
15.55131,32.53211,2019,9,30,10.15,19.08,36.97,26.82,31.2,0.21,14.54,48.88
15.55131,32.53211,2019,10,1,7.08,19.97,32.91,25.83,29.11,0.19,15.28,57.93
15.55131,32.53211,2019,10,2,8.03,20.39,32.9,24.87,28.24,12.72,15.71,62.71
15.55131,32.53211,2019,10,3,9.77,20.8,33.41,23.64,28.38,0.66,16.11,63.74
15.55131,32.53211,2019,10,4,13.24,19.72,38.07,24.84,31.01,0.11,15.11,51.37
15.55131,32.53211,2019,10,5,13.07,19.24,38.19,25.13,31.33,0.14,14.7,49.1
15.55131,32.53211,2019,10,6,12.09,19.57,37.45,25.35,30.84,0.26,15.04,51.65
15.55131,32.53211,2019,10,7,14.11,18.01,38.48,24.37,30.95,0.13,13.64,46.58
15.55131,32.53211,2019,10,8,15.32,16.83,39.47,24.15,31.31,0.01,12.84,42.97
15.55131,32.53211,2019,10,9,14.96,16.79,39.12,24.16,31.37,0,12.78,42.65
15.55131,32.53211,2019,10,10,13.94,16.05,39.03,25.09,31.81,0,12.23,39.8
15.55131,32.53211,2019,10,11,12.66,18.47,37.8,25.15,31.3,0.07,14.06,47.04
15.55131,32.53211,2019,10,12,11.35,17.91,37.01,25.66,31.22,0.03,13.55,45.56
15.55131,32.53211,2019,10,13,12.54,17.75,37.68,25.13,31.21,7.96,13.43,45.18
15.55131,32.53211,2019,10,14,9.2,19.59,34.64,25.44,29.77,4.23,14.98,54.76
15.55131,32.53211,2019,10,15,10.17,19.86,34.87,24.7,29.19,17.46,15.26,57.65
15.55131,32.53211,2019,10,16,13.02,17.91,37.03,24.01,30.24,0.01,13.61,48.4
15.55131,32.53211,2019,10,17,13.18,17.42,37,23.82,30.67,0.24,13.14,45.6
15.55131,32.53211,2019,10,18,11.59,20.04,36.47,24.88,30.61,0.14,15.5,53.94
15.55131,32.53211,2019,10,19,12.28,17.71,38.42,26.13,32.05,0,13.45,43.14
15.55131,32.53211,2019,10,20,13.29,17.76,39.03,25.73,31.83,0,13.47,43.76
15.55131,32.53211,2019,10,21,13.53,18.09,38.5,24.97,31.35,0,13.99,46.65
15.55131,32.53211,2019,10,22,13.3,14.58,38.63,25.33,31.83,0,11.04,35.83
15.55131,32.53211,2019,10,23,12.58,17.5,38.52,25.94,31.68,0.25,13.51,44.2
15.55131,32.53211,2019,10,24,13.14,14.76,38.1,24.96,31.38,0.16,11.68,39
15.55131,32.53211,2019,10,25,12.28,7.52,37.23,24.95,30.31,0.01,7.17,25.54
15.55131,32.53211,2019,10,26,13.51,1.42,35.85,22.34,28.23,0,4.46,17.93
15.55131,32.53211,2019,10,27,16.1,1.21,35.38,19.28,26.96,0,4.4,19.03
15.55131,32.53211,2019,10,28,16.11,5.87,36.25,20.14,27.96,0,6.12,24.94
15.55131,32.53211,2019,10,29,15.81,6.56,36.94,21.14,28.9,0,6.4,24.71
15.55131,32.53211,2019,10,30,14.89,9.51,37.56,22.67,30.35,0,7.92,28.12
15.55131,32.53211,2019,10,31,12.92,8.89,37.63,24.71,30.78,0,7.49,25.98
15.55131,32.53211,2019,11,1,15.02,6.02,37.35,22.33,29.29,0,6.12,23.12
15.55131,32.53211,2019,11,2,15.8,3.46,37.4,21.59,28.82,0,5.1,19.79
15.55131,32.53211,2019,11,3,17.29,4.73,38.07,20.77,29.17,0,5.7,21.72
15.55131,32.53211,2019,11,4,14.76,8.59,37.7,22.94,29.78,0,7.36,27.03
15.55131,32.53211,2019,11,5,15.51,9.04,37.56,22.05,29.5,0,7.72,28.77
15.55131,32.53211,2019,11,6,15.01,9.98,37.57,22.56,30.3,0.08,8.31,29.55
15.55131,32.53211,2019,11,7,13.65,10.2,37.78,24.14,31.11,0.09,8.37,28.44
15.55131,32.53211,2019,11,8,14.07,6.62,37.92,23.86,30.48,0,6.49,22.89
15.55131,32.53211,2019,11,9,14.76,0.98,36.88,22.12,28.62,0,4.29,16.88
15.55131,32.53211,2019,11,10,15.27,-1.33,34.62,19.35,26.17,0,3.57,16.2
